"risk_level","total_transactions"
"-76.857431","1"
"-119.408975","1"
"-86.839726","1"
"-110.40798999999998","1"
"-95.595632","1"
"-73.006633","1"
"-95.974601","1"
"-77.770651","1"
"-82.676061","1"
"-104.90736799999999","1"
"-75.26395500000001","1"
"-112.42453","1"
"-91.852457","1"
"-88.446428","1"
"-88.541276","1"
"-112.16443899999999","1"
"-84.560153","1"
"-78.396984","1"
"-81.44235","1"
"-108.640526","1"
"-117.528582","1"
"-101.390671","1"
"-96.606531","1"
"-84.127496","1"
"-106.031107","1"
"-95.862318","1"
"-80.678892","1"
"-101.204536","1"
"-83.153142","1"
"-85.84384399999999","1"
"-87.65493000000001","1"
"-88.13599","1"
"-82.389764","1"
"-121.95390900000001","1"
"-74.570727","1"
"-89.41676700000001","1"
"-73.128716","1"
"-82.874596","1"
"-83.079266","1"
"-89.807386","1"
"-83.189766","1"
"-96.513991","1"
"-80.99609","1"
"-95.73176600000001","1"
"-88.551314","1"
"-76.378327","1"
"-82.164208","1"
"-91.04156","1"
"-122.642128","1"
"-98.292624","1"
"-155.294608","1"
"-90.127476","1"
"-90.277309","1"
"-76.699881","1"
"-87.28675600000001","1"
"-80.11559799999999","1"
"-81.513551","1"
"-156.10126699999998","1"
"-73.224761","1"
"-97.372738","1"
"-96.66960300000001","1"
"-93.488458","1"
"-84.75091","1"
"-87.156204","1"
"-87.95322900000001","1"
"-86.209691","1"
"-89.91614200000001","1"
"-105.72835800000001","1"
"-91.522503","1"
"-73.09911","1"
"-155.598125","1"
"-83.68231999999999","1"
"-86.542636","1"
"-79.25039","1"
"-92.230293","1"
"-166.613174","1"
"-89.75273100000001","1"
"-105.55949299999999","1"
"-86.12198599999999","1"
"-76.74900600000001","1"
"-80.246872","1"
"-82.812676","1"
"-80.892107","1"
"-73.213491","1"
"-93.50959499999999","1"
"-91.723949","1"
"-98.95580600000001","1"
"-95.787609","1"
"-97.480401","1"
"-88.06535","1"
"-74.893469","1"
"-89.611675","1"
"-105.24283700000001","1"
"-106.56563600000001","1"
"-78.465654","1"
"-100.91393199999999","1"
"-87.252527","1"
"-97.43765400000001","1"
"-92.144648","1"
"-96.56688100000001","1"
"-124.818421","1"
"-91.987349","1"
"-95.400754","1"
"-90.01687199999999","1"
"-84.911582","1"
"-165.063123","1"
"-98.51870799999999","1"
"-116.405546","1"
"-107.470858","1"
"-95.935644","1"
"-76.209347","1"
"-92.43171099999999","1"
"-75.597045","1"
"-92.67148399999999","1"
"-91.56792","1"
"-111.729368","1"
"-91.601997","1"
"-123.423882","1"
"-114.45775900000001","1"
"-113.487693","1"
"-69.332951","1"
"-84.591883","1"
"-96.540491","1"
"-75.976184","1"
"-100.668594","1"
"-81.62446899999999","1"
"-86.395434","1"
"-70.941828","1"
"-90.849049","1"
"-122.194197","1"
"-72.076881","1"
"-85.243003","1"
"-117.04036699999999","1"
"-78.734008","1"
"-91.09531","1"
"-105.979677","1"
"-111.97968300000001","1"
"-85.758527","1"
"-72.648943","1"
"-93.601682","1"
"-105.44418600000002","1"
"-109.99756699999999","1"
"-122.96255500000001","1"
"-86.883937","1"
"-85.989423","1"
"-121.489911","1"
"-95.196062","1"
"-73.352791","1"
"-90.795012","1"
"-88.847492","1"
"-105.743325","1"
"-79.661753","1"
"-98.340523","1"
"-85.79439","1"
"-75.63935","1"
"-156.750632","1"
"-90.441265","1"
"-98.170986","1"
"-89.297381","1"
"-101.717","1"
"-90.959795","1"
"-89.06038000000001","1"
"-93.476582","1"
"-82.35808","1"
"-118.24713500000001","1"
"-97.78185","1"
"-92.56573","1"
"-72.420119","1"
"-87.465038","1"
"-96.817036","1"
"-81.44162800000001","1"
"-88.954839","1"
"-87.552954","1"
"-92.473943","1"
"-93.927554","1"
"-103.73280600000001","1"
"-89.440535","1"
"-88.544145","1"
"-89.735485","1"
"-123.449947","1"
"-86.093502","1"
"-99.620025","1"
"-90.567284","1"
"-87.058173","1"
"-105.628127","1"
"-89.868595","1"
"-71.836505","1"
"-112.11226","1"
"-97.55320400000001","1"
"-77.786331","1"
"-88.681884","1"
"-110.462744","1"
"-110.60031399999998","1"
"-87.542029","1"
"-109.709829","1"
"-112.663125","1"
"-91.27231","1"
"-96.637461","1"
"-84.481445","1"
"-98.150944","1"
"-98.225316","1"
"-90.237328","1"
"-100.02415400000001","1"
"-122.38791499999999","1"
"-74.92717900000001","1"
"-96.426837","1"
"-73.056451","1"
"-81.617752","1"
"-84.86111600000001","1"
"-84.868866","1"
"-90.82238100000001","1"
"-80.316261","1"
"-76.513071","1"
"-108.944685","1"
"-86.63323299999999","1"
"-85.017117","1"
"-119.033708","1"
"-116.90219099999999","1"
"-84.687884","1"
"-92.71857299999999","1"
"-108.373851","1"
"-76.64412800000001","1"
"-92.595646","1"
"-96.45460600000001","1"
"-79.33758900000001","1"
"-88.278814","1"
"-93.392948","1"
"-82.43055799999999","1"
"-106.386806","1"
"-89.60486","1"
"-78.651499","1"
"-73.301506","1"
"-91.98342","1"
"-98.11785400000001","1"
"-89.724896","1"
"-80.585662","1"
"-96.32460999999999","1"
"-119.44830400000001","1"
"-73.52006999999999","1"
"-96.890101","1"
"-99.126463","1"
"-87.59020799999999","1"
"-110.40781000000001","1"
"-96.36539300000001","1"
"-111.93522800000001","1"
"-91.763488","1"
"-91.770202","1"
"-86.852956","1"
"-84.21846500000001","1"
"-97.427076","1"
"-74.73915699999999","1"
"-88.52109300000001","1"
"-97.48222700000001","1"
"-94.808222","1"
"-109.35213600000002","1"
"-97.389986","1"
"-83.21753199999999","1"
"-87.694416","1"
"-110.34154299999999","1"
"-85.390512","1"
"-94.674974","1"
"-87.83415699999999","1"
"-83.389379","1"
"-108.21063600000001","1"
"-155.772032","1"
"-87.717916","1"
"-105.05631499999998","1"
"-90.93003399999999","1"
"-74.156418","1"
"-93.774916","1"
"-123.159833","1"
"-111.94779299999999","1"
"-92.463801","1"
"-82.649046","1"
"-113.224255","1"
"-108.15992","1"
"-111.98376","1"
"-71.843574","1"
"-93.391","1"
"-95.925286","1"
"-86.726169","1"
"-88.951207","1"
"-87.304647","1"
"-94.023077","1"
"-121.44713200000001","1"
"-94.13385600000001","1"
"-81.670325","1"
"-87.74745899999999","1"
"-93.323723","1"
"-79.916312","1"
"-124.595724","1"
"-94.49182900000001","1"
"-116.97403999999999","1"
"-88.072266","1"
"-123.95605900000001","1"
"-82.43760400000001","1"
"-73.641909","1"
"-89.255328","1"
"-90.567635","1"
"-76.27865600000001","1"
"-78.39275699999999","1"
"-123.27469199999999","1"
"-123.25936499999999","1"
"-98.066765","1"
"-81.831246","1"
"-90.250485","1"
"-80.5008","1"
"-84.968154","1"
"-89.799054","1"
"-111.579549","1"
"-122.71446200000001","1"
"-79.975252","1"
"-81.245568","1"
"-84.39455","1"
"-101.019511","1"
"-79.65695","1"
"-98.058702","1"
"-86.022147","1"
"-97.991907","1"
"-117.45576299999999","1"
"-78.384192","1"
"-91.024793","1"
"-95.087535","1"
"-123.024051","1"
"-90.346938","1"
"-77.540823","1"
"-99.745172","1"
"-80.957442","1"
"-93.267833","1"
"-93.74080699999999","1"
"-154.853975","1"
"-98.21902800000001","1"
"-87.634745","1"
"-92.672137","1"
"-95.91506600000001","1"
"-84.466881","1"
"-69.68010500000001","1"
"-83.678563","1"
"-93.588308","1"
"-90.69892800000001","1"
"-99.657539","1"
"-84.97235","1"
"-77.576637","1"
"-121.898886","1"
"-69.317352","1"
"-91.564545","1"
"-155.897258","1"
"-80.701064","1"
"-95.31189","1"
"-72.790949","1"
"-106.02026699999999","1"
"-81.767228","1"
"-83.452326","1"
"-91.106425","1"
"-166.587648","1"
"-108.06080700000001","1"
"-94.78606500000001","1"
"-76.57685699999999","1"
"-95.714158","1"
"-124.24023500000001","1"
"-96.894757","1"
"-85.691878","1"
"-74.588921","1"
"-93.15553299999999","1"
"-88.449811","1"
"-101.232796","1"
"-123.66841699999999","1"
"-101.470122","1"
"-97.093786","1"
"-122.13308700000002","1"
"-85.882762","1"
"-91.08409499999999","1"
"-95.107413","1"
"-95.357525","1"
"-82.281051","1"
"-95.707122","1"
"-97.322424","1"
"-91.28160600000001","1"
"-104.188764","1"
"-98.144613","1"
"-82.316295","1"
"-95.24105899999999","1"
"-97.486589","1"
"-105.508872","1"
"-90.620832","1"
"-83.11016","1"
"-84.466994","1"
"-74.55551","1"
"-92.701887","1"
"-90.554366","1"
"-90.275943","1"
"-81.050558","1"
"-86.600887","1"
"-101.435282","1"
"-83.773555","1"
"-123.008822","1"
"-76.137569","1"
"-91.62931400000001","1"
"-82.091161","1"
"-88.12818399999999","1"
"-83.248826","1"
"-75.195175","1"
"-83.709615","1"
"-95.05143199999999","1"
"-91.027063","1"
"-92.617696","1"
"-86.791772","1"
"-81.631227","1"
"-81.15727199999999","1"
"-71.141706","1"
"-93.958623","1"
"-72.797197","1"
"-78.657033","1"
"-110.31889299999999","1"
"-94.920286","1"
"-76.779152","1"
"-95.633774","1"
"-91.259211","1"
"-88.55126899999999","1"
"-90.603992","1"
"-85.591523","1"
"-78.30439","1"
"-84.315107","1"
"-84.66131700000001","1"
"-93.190024","1"
"-79.563569","1"
"-81.71149399999999","1"
"-70.58969599999999","1"
"-73.69132900000001","1"
"-98.776296","1"
"-91.591486","1"
"-95.027235","1"
"-84.657588","1"
"-79.23283","1"
"-109.25869099999998","1"
"-97.49976600000001","1"
"-75.134961","1"
"-87.030137","1"
"-85.50960400000001","1"
"-90.96269699999999","1"
"-122.38564099999999","1"
"-89.465915","1"
"-76.403699","1"
"-95.33884","1"
"-76.766002","1"
"-99.440688","1"
"-95.747462","1"
"-96.569681","1"
"-91.670929","1"
"-87.46838100000001","1"
"-85.538311","1"
"-89.07839200000001","1"
"-74.358756","1"
"-91.436456","1"
"-81.11933","1"
"-82.53303000000001","1"
"-74.553085","1"
"-78.586213","1"
"-88.992515","1"
"-110.54298100000001","1"
"-83.719031","1"
"-89.91915","1"
"-76.685048","1"
"-118.720937","1"
"-91.42943100000001","1"
"-80.462739","1"
"-80.534858","1"
"-93.540098","1"
"-86.219494","1"
"-75.021478","1"
"-86.199113","1"
"-90.312934","1"
"-114.389881","1"
"-81.486007","1"
"-79.780721","1"
"-87.64764699999999","1"
"-82.17163599999999","1"
"-73.17844699999999","1"
"-90.980361","1"
"-96.90451","1"
"-76.700994","1"
"-93.241644","1"
"-88.10515600000001","1"
"-111.393879","1"
"-109.994634","1"
"-120.56638600000001","1"
"-93.985715","1"
"-95.81706199999999","1"
"-100.73786899999999","1"
"-92.92149599999999","1"
"-116.69247","1"
"-122.616896","1"
"-74.130595","1"
"-110.45293799999999","1"
"-95.897262","1"
"-78.323223","1"
"-95.774699","1"
"-116.90616100000001","1"
"-97.001139","1"
"-89.427943","1"
"-99.638053","1"
"-164.73519299999998","1"
"-87.536311","1"
"-81.91371600000001","1"
"-74.818926","1"
"-89.933986","2"
"-100.34065","1"
"-86.402103","1"
"-90.008543","1"
"-103.966228","1"
"-84.350135","1"
"-74.622006","1"
"-97.51250999999999","1"
"-85.959089","1"
"-90.970472","1"
"-97.49501500000001","1"
"-85.96353","1"
"-89.97280500000001","1"
"-93.424166","1"
"-83.22746","1"
"-73.704426","1"
"-112.08822099999999","1"
"-95.036682","1"
"-98.604676","1"
"-74.279905","1"
"-77.443321","1"
"-74.809112","1"
"-81.130652","1"
"-116.841682","1"
"-84.64981800000001","1"
"-78.170373","1"
"-110.571018","1"
"-95.21128","1"
"-72.53704499999999","1"
"-77.833775","1"
"-90.397429","1"
"-80.285365","1"
"-89.15862","1"
"-73.04149699999999","1"
"-86.250188","1"
"-95.60436","1"
"-112.11326299999999","1"
"-87.92773000000001","1"
"-104.55317","1"
"-110.60244099999998","1"
"-91.665062","1"
"-77.508543","1"
"-100.580618","1"
"-85.786793","1"
"-98.766621","1"
"-73.759282","1"
"-93.605048","1"
"-95.68169","1"
"-97.984404","1"
"-121.98639299999999","1"
"-79.580962","1"
"-90.161979","1"
"-75.197272","1"
"-78.395905","1"
"-73.274978","1"
"-78.43111","1"
"-81.928358","1"
"-70.89711199999999","1"
"-96.397362","1"
"-120.825442","1"
"-93.592228","1"
"-97.408058","1"
"-90.19209599999999","1"
"-82.618055","1"
"-119.179705","1"
"-100.77799499999999","1"
"-97.4594","1"
"-111.58760900000001","1"
"-84.40328199999999","1"
"-123.350503","1"
"-88.682632","1"
"-85.773684","1"
"-123.589615","1"
"-91.20917800000001","1"
"-83.344403","1"
"-73.20459699999999","1"
"-72.27985799999999","1"
"-86.179247","1"
"-83.666421","1"
"-88.749399","1"
"-88.234173","1"
"-93.34187","1"
"-82.65563","1"
"-100.00967299999999","1"
"-96.805559","1"
"-100.273673","1"
"-80.082965","1"
"-91.422333","1"
"-97.187152","1"
"-74.490557","1"
"-96.023558","1"
"-116.407552","1"
"-81.194006","1"
"-85.380509","1"
"-123.20780800000001","1"
"-89.064149","1"
"-76.473996","1"
"-93.561194","1"
"-70.485557","1"
"-88.358705","1"
"-83.14925500000001","1"
"-123.56283","1"
"-83.02294599999999","1"
"-92.115495","1"
"-87.012998","1"
"-164.80095500000002","1"
"-96.50994200000001","1"
"-84.270482","1"
"-84.85121","1"
"-90.286144","1"
"-83.83645899999999","1"
"-119.55778799999999","1"
"-74.88894","1"
"-88.250577","1"
"-89.286849","1"
"-116.274272","1"
"-74.578176","1"
"-98.528262","1"
"-80.95781","1"
"-73.60973299999999","1"
"-86.196683","1"
"-77.47761700000001","1"
"-90.691456","1"
"-86.644068","1"
"-73.26341","1"
"-85.465118","1"
"-155.644712","1"
"-85.99687","1"
"-81.021276","1"
"-86.712547","1"
"-94.983835","1"
"-104.752845","1"
"-90.78250600000001","1"
"-84.203266","1"
"-109.626651","1"
"-76.43166","1"
"-81.517054","1"
"-73.391554","1"
"-76.881098","1"
"-93.138548","1"
"-112.477538","1"
"-81.913331","1"
"-81.122244","1"
"-81.581404","1"
"-89.339963","1"
"-118.15168899999999","1"
"-81.76950699999999","1"
"-76.26411800000001","1"
"-76.121338","1"
"-84.442924","1"
"-164.830414","1"
"-97.67126800000001","1"
"-97.282099","1"
"-90.826018","1"
"-91.701858","1"
"-90.516367","1"
"-76.861048","1"
"-118.905822","1"
"-95.975459","1"
"-124.84326899999999","1"
"-94.637068","1"
"-118.10161599999999","1"
"-105.97841299999999","1"
"-70.95234","1"
"-73.653675","1"
"-90.388212","1"
"-90.864418","1"
"-98.510918","1"
"-87.976854","1"
"-83.561318","1"
"-92.17725899999999","1"
"-78.051363","1"
"-113.10213200000001","1"
"-81.25636899999999","1"
"-90.568784","1"
"-91.42681400000001","1"
"-75.955585","1"
"-78.30358000000001","1"
"-88.029185","1"
"-85.542191","1"
"-80.981207","1"
"-83.33645600000001","1"
"-90.91006","1"
"-96.43949599999999","1"
"-83.91544","1"
"-82.24719300000001","1"
"-86.254873","1"
"-83.053102","1"
"-87.661625","1"
"-79.289","1"
"-81.263203","1"
"-84.869163","1"
"-88.25253199999999","1"
"-97.41748100000001","1"
"-74.45124399999999","1"
"-89.928813","1"
"-79.33242","1"
"-98.495998","1"
"-83.603976","1"
"-89.031163","1"
"-77.001921","1"
"-90.815593","1"
"-75.161198","1"
"-105.932317","1"
"-84.109532","1"
"-83.92727099999999","1"
"-81.150398","1"
"-91.483624","1"
"-97.260701","1"
"-95.53716700000001","1"
"-92.847504","1"
"-97.511176","1"
"-93.153811","1"
"-81.175444","1"
"-93.077055","1"
"-113.67987099999999","1"
"-91.904438","1"
"-84.890485","1"
"-92.089026","1"
"-88.35434000000001","1"
"-86.871674","1"
"-97.36700400000001","1"
"-97.671353","1"
"-101.25041","1"
"-110.59479099999999","1"
"-73.466803","1"
"-85.621388","1"
"-116.296495","1"
"-85.085557","1"
"-111.341439","1"
"-84.86285699999999","1"
"-74.328911","1"
"-76.199751","1"
"-87.435991","1"
"-81.164077","1"
"-85.72945","1"
"-91.075464","1"
"-85.928667","1"
"-88.980092","1"
"-87.784039","1"
"-95.076559","1"
"-72.184253","1"
"-104.507153","1"
"-74.284216","1"
"-77.485934","1"
"-77.10592199999999","1"
"-97.642948","1"
"-104.428525","1"
"-92.124413","1"
"-165.972264","1"
"-97.033305","1"
"-89.710639","1"
"-92.543084","1"
"-107.241871","1"
"-79.583922","1"
"-90.948216","1"
"-97.20754699999999","1"
"-83.951103","1"
"-97.410428","1"
"-108.48714299999999","1"
"-83.490437","1"
"-86.11190699999999","1"
"-76.933761","1"
"-88.88673","1"
"-99.624122","1"
"-81.655375","1"
"-86.134293","1"
"-92.503138","1"
"-79.247989","1"
"-98.309043","1"
"-82.789201","1"
"-97.727151","1"
"-95.19359399999999","1"
"-90.678602","1"
"-79.66454399999999","1"
"-80.54643100000001","1"
"-73.269951","1"
"-83.058631","1"
"-89.041054","1"
"-97.380575","1"
"-105.89986999999999","1"
"-71.838259","1"
"-73.144284","1"
"-85.690461","1"
"-91.721228","1"
"-81.417485","1"
"-99.19984699999999","1"
"-81.313508","1"
"-80.270237","1"
"-100.939972","1"
"-71.771507","1"
"-94.65489000000001","1"
"-96.20478","1"
"-97.88890400000001","1"
"-83.305131","1"
"-166.42103999999998","1"
"-95.901531","1"
"-96.42869499999999","1"
"-90.646502","1"
"-90.092113","1"
"-95.469858","1"
"-88.949506","1"
"-87.580492","1"
"-91.364901","1"
"-78.27722299999999","1"
"-72.786015","1"
"-97.39465899999999","1"
"-89.26450200000001","1"
"-103.87136600000001","1"
"-89.110271","1"
"-86.070299","1"
"-98.95839699999999","1"
"-111.30835400000001","1"
"-83.043829","1"
"-81.87289799999999","1"
"-104.80752","1"
"-122.974301","1"
"-77.841823","1"
"-79.438631","1"
"-88.049351","1"
"-90.560015","1"
"-80.077368","1"
"-104.92589699999999","1"
"-101.18133900000001","1"
"-105.03706499999998","1"
"-81.442622","1"
"-124.75283999999999","1"
"-90.14094399999999","1"
"-80.432971","1"
"-92.97085200000001","1"
"-93.84938199999999","1"
"-88.450401","1"
"-111.435158","1"
"-121.81163000000001","1"
"-92.457755","1"
"-83.059885","1"
"-99.968509","1"
"-86.68503100000001","1"
"-101.75028","1"
"-78.026664","1"
"-81.178585","1"
"-96.68175600000001","1"
"-88.908401","1"
"-99.869102","1"
"-91.659942","1"
"-81.989127","1"
"-85.95899200000001","1"
"-85.997524","1"
"-85.423815","1"
"-90.218835","1"
"-83.07151","1"
"-87.323539","1"
"-97.97852900000001","1"
"-96.053026","1"
"-81.830081","1"
"-124.92499","1"
"-90.750785","1"
"-81.942428","1"
"-92.677809","1"
"-86.11141500000001","1"
"-72.796714","1"
"-79.02946999999999","1"
"-87.783277","1"
"-74.492531","1"
"-74.705925","1"
"-93.247112","1"
"-87.768259","1"
"-85.565609","1"
"-97.094465","1"
"-78.465512","1"
"-87.96847199999999","1"
"-83.598138","1"
"-73.454612","1"
"-112.625698","1"
"-98.218609","1"
"-71.780182","1"
"-96.228373","1"
"-90.76430699999999","1"
"-155.11883500000002","1"
"-83.43422","1"
"-109.598453","1"
"-124.008129","1"
"-78.78371","1"
"-98.830957","1"
"-99.052832","1"
"-115.797947","1"
"-118.173378","1"
"-79.831451","1"
"-97.960071","1"
"-104.510633","1"
"-90.75162399999999","1"
"-122.86515","1"
"-72.557011","1"
"-74.21221800000001","1"
"-87.345428","1"
"-109.22813899999998","1"
"-82.416744","1"
"-95.7064","1"
"-90.363671","1"
"-86.226017","1"
"-90.862367","1"
"-102.153525","1"
"-90.19193800000001","1"
"-76.972178","1"
"-96.971296","1"
"-92.430061","1"
"-83.629224","1"
"-86.46266800000001","1"
"-91.479024","1"
"-82.341815","1"
"-74.007127","1"
"-81.842139","1"
"-94.609984","1"
"-85.520379","1"
"-77.051074","1"
"-96.41328299999999","1"
"-70.788285","1"
"-88.28953299999999","1"
"-90.536519","1"
"-122.731645","1"
"-83.217014","1"
"-96.64715100000001","1"
"-81.272802","1"
"-79.859279","1"
"-97.655366","1"
"-84.50303000000001","1"
"-72.02498100000001","1"
"-73.19189","1"
"-121.869547","1"
"-117.27821499999999","1"
"-89.672178","1"
"-95.70566600000001","1"
"-89.694133","1"
"-87.214004","1"
"-75.954324","1"
"-82.169156","1"
"-91.713122","1"
"-109.09941599999999","1"
"-121.55967700000001","1"
"-121.504906","1"
"-91.98910500000001","1"
"-89.10747099999999","1"
"-119.06603500000001","1"
"-154.861976","1"
"-81.69903000000001","1"
"-77.728127","1"
"-96.40613499999999","1"
"-73.497772","1"
"-154.666033","1"
"-87.873992","1"
"-91.253844","1"
"-106.354781","1"
"-90.264077","1"
"-79.317431","1"
"-77.906442","1"
"-75.238114","1"
"-73.207959","1"
"-86.352089","1"
"-106.193118","1"
"-96.284384","1"
"-122.27507299999999","1"
"-104.203861","1"
"-102.621815","1"
"-123.362403","1"
"-73.157558","1"
"-110.428041","1"
"-79.608277","1"
"-86.365214","1"
"-80.752524","1"
"-87.472217","1"
"-92.15991600000001","1"
"-123.26693700000001","1"
"-73.429197","1"
"-83.925537","1"
"-73.01907299999999","1"
"-90.786132","1"
"-97.953251","1"
"-90.686011","1"
"-76.221756","1"
"-98.950272","1"
"-72.568015","1"
"-96.997668","1"
"-98.422224","1"
"-105.371058","1"
"-165.008748","1"
"-83.247262","1"
"-90.040523","1"
"-70.917755","1"
"-105.97148899999999","1"
"-81.199678","1"
"-84.370584","1"
"-110.277072","1"
"-75.073015","1"
"-90.219949","1"
"-97.569177","1"
"-83.93482","1"
"-94.814996","1"
"-117.917639","1"
"-94.477968","1"
"-84.671826","1"
"-110.174282","1"
"-82.902556","1"
"-90.68084300000001","1"
"-74.64828","1"
"-89.92017299999999","1"
"-90.706342","1"
"-81.337212","1"
"-111.835252","1"
"-92.430571","1"
"-95.396495","1"
"-100.27734","1"
"-108.30091100000001","1"
"-81.76038199999999","1"
"-121.372929","1"
"-71.936757","1"
"-105.564755","1"
"-86.900925","1"
"-83.23664000000001","1"
"-79.037944","1"
"-77.817518","1"
"-73.233486","1"
"-96.66120500000001","1"
"-83.21976","1"
"-77.091089","1"
"-111.411976","1"
"-77.443727","1"
"-87.780532","1"
"-82.892439","1"
"-80.464737","1"
"-118.069776","1"
"-74.57686600000001","1"
"-75.65960799999999","1"
"-75.10505","1"
"-89.849956","1"
"-73.064594","1"
"-87.661781","1"
"-86.73777","1"
"-101.129225","1"
"-74.808278","1"
"-87.232917","1"
"-105.209049","1"
"-88.413634","1"
"-96.01993399999999","1"
"-85.98014599999999","1"
"-84.18709399999999","1"
"-82.605929","1"
"-118.245025","1"
"-84.104986","1"
"-93.463492","1"
"-83.69595","1"
"-112.998072","1"
"-75.885227","1"
"-78.375842","1"
"-82.481699","1"
"-105.112605","1"
"-94.859215","1"
"-90.786008","1"
"-98.773708","1"
"-90.44775200000001","1"
"-82.032802","1"
"-98.996742","1"
"-86.622168","1"
"-79.212424","1"
"-97.502385","1"
"-110.832424","1"
"-86.621767","1"
"-87.85554599999999","1"
"-108.801229","1"
"-91.865492","1"
"-81.226925","1"
"-83.998838","1"
"-101.09541999999999","1"
"-81.06203599999999","1"
"-85.26441700000001","1"
"-108.551978","1"
"-76.573105","1"
"-97.53441099999999","1"
"-88.427385","1"
"-88.81310400000001","1"
"-96.48732199999999","1"
"-71.774562","1"
"-100.85924200000001","1"
"-87.63712199999999","1"
"-90.58936","1"
"-93.705991","1"
"-82.140427","1"
"-94.80726700000001","1"
"-116.28368","1"
"-96.776095","1"
"-94.533394","1"
"-73.06020699999999","1"
"-88.05835","1"
"-98.074015","1"
"-76.242498","1"
"-111.75528200000001","1"
"-79.53255300000001","1"
"-87.27076","1"
"-83.29154","1"
"-98.31511","1"
"-119.206699","1"
"-91.50843499999999","1"
"-72.02936600000001","1"
"-97.331372","1"
"-90.01150600000001","1"
"-96.434927","1"
"-90.29978","1"
"-74.68070300000001","1"
"-97.777","1"
"-71.213096","1"
"-97.01651899999999","1"
"-95.556375","1"
"-78.60681600000001","1"
"-87.485097","1"
"-91.67156899999999","1"
"-111.42116599999999","1"
"-97.59402299999999","1"
"-108.08390700000001","1"
"-85.090446","1"
"-96.064095","1"
"-87.71453299999999","1"
"-86.854136","1"
"-121.752052","1"
"-97.19336700000001","1"
"-85.775875","1"
"-90.781966","1"
"-72.50363399999999","1"
"-124.02348300000001","1"
"-121.628326","1"
"-105.653702","1"
"-109.792901","1"
"-91.784666","1"
"-71.88337","1"
"-81.076818","1"
"-110.93611399999999","1"
"-74.307101","1"
"-73.61724","1"
"-82.110897","1"
"-81.143941","1"
"-91.207048","1"
"-92.297764","1"
"-75.414857","1"
"-85.965282","1"
"-86.275832","1"
"-116.64720200000001","1"
"-121.99797099999999","1"
"-87.292741","1"
"-96.620171","1"
"-83.161124","1"
"-89.926652","1"
"-88.961114","1"
"-97.022736","1"
"-86.428623","1"
"-96.209975","1"
"-84.56366","1"
"-72.31711999999999","1"
"-118.77109399999999","1"
"-86.787689","1"
"-88.315106","1"
"-99.17152800000001","1"
"-86.726118","1"
"-79.23089399999999","1"
"-91.525153","1"
"-123.41296899999999","1"
"-75.168604","1"
"-110.79273400000001","1"
"-74.99077700000001","1"
"-122.277323","1"
"-92.566057","1"
"-94.07448199999999","1"
"-89.286558","1"
"-83.203393","1"
"-123.568886","1"
"-86.548891","1"
"-79.838825","1"
"-117.199321","1"
"-92.80487099999999","1"
"-124.45298700000001","1"
"-81.971301","1"
"-105.26652","1"
"-89.62581","1"
"-69.00224399999999","1"
"-82.436072","1"
"-86.30538100000001","1"
"-113.26956200000001","1"
"-96.836586","1"
"-85.497656","1"
"-84.851111","1"
"-78.719614","1"
"-85.590987","1"
"-82.54457","1"
"-95.750676","1"
"-88.631949","1"
"-166.52387099999999","1"
"-79.768012","1"
"-85.91362","1"
"-92.41159499999999","1"
"-118.67085900000001","1"
"-89.194311","1"
"-87.237241","1"
"-90.638698","1"
"-97.032377","1"
"-79.078648","1"
"-99.003692","1"
"-80.25244599999999","1"
"-86.727787","1"
"-92.138708","1"
"-95.174526","1"
"-88.07871999999999","1"
"-71.223743","1"
"-68.04311899999999","1"
"-78.644419","1"
"-91.122941","1"
"-87.747596","1"
"-117.159236","1"
"-90.846572","1"
"-84.019832","1"
"-72.35074200000001","1"
"-82.44063","1"
"-109.891195","1"
"-91.832397","1"
"-94.97009399999999","1"
"-71.951087","1"
"-87.812337","1"
"-70.68843100000001","1"
"-73.420675","1"
"-86.476949","1"
"-100.46239","1"
"-93.588549","1"
"-117.101771","1"
"-97.70816500000001","1"
"-69.901685","1"
"-78.21464300000001","1"
"-97.090864","1"
"-78.388704","1"
"-79.466238","1"
"-104.938028","1"
"-80.632224","1"
"-76.121114","1"
"-72.147181","1"
"-87.864654","1"
"-104.31381","1"
"-79.901788","1"
"-87.913623","1"
"-111.40720800000001","1"
"-86.88638900000001","1"
"-86.106234","1"
"-87.13434699999999","1"
"-100.6909","1"
"-83.152232","1"
"-92.261511","1"
"-80.404327","1"
"-82.495181","1"
"-83.27334599999999","1"
"-92.848924","1"
"-86.85264000000001","1"
"-114.24854199999999","1"
"-109.182631","1"
"-85.850166","1"
"-85.044715","1"
"-83.54304499999999","1"
"-87.198775","1"
"-87.813654","1"
"-165.63252","1"
"-72.500547","1"
"-96.729523","1"
"-111.095552","1"
"-110.280731","1"
"-74.432264","1"
"-74.92854","1"
"-78.773278","1"
"-72.720861","1"
"-99.549125","1"
"-74.825322","1"
"-71.9146","1"
"-87.702865","1"
"-80.469148","1"
"-94.264997","1"
"-87.047375","1"
"-86.165021","1"
"-83.392073","1"
"-82.33041999999999","1"
"-98.414524","1"
"-80.868695","1"
"-88.010199","1"
"-123.459144","1"
"-100.855316","1"
"-73.440289","1"
"-83.525712","1"
"-90.212271","1"
"-96.45912299999999","1"
"-94.97573299999999","1"
"-69.70254399999999","1"
"-73.180312","1"
"-89.549589","1"
